Sat, 12 Oct 2013 22:39:29 -0000; DEBUG: STAGE: standby - Trying to launch GUI
Sat, 12 Oct 2013 22:39:29 -0000; DEBUG: STAGE: standby - GUI Loaded
Sat, 12 Oct 2013 22:39:29 -0000; DEBUG: STAGE: standby - GUI exec starting
Sat, 12 Oct 2013 22:39:29 -0000; DEBUG: STAGE: standby - GUI exec ending
Sat, 12 Oct 2013 22:39:29 -0000; DEBUG: Current Screen - 0
Sat, 12 Oct 2013 22:39:57 -0000; DEBUG: STAGE: Initialisation
Sat, 12 Oct 2013 22:39:57 -0000; DEBUG: config loaded from "/home/alexykot/Work/Projects/NFC_POST/Sources/nfc_terminal/config.json"
Sat, 12 Oct 2013 22:39:57 -0000; DEBUG: STAGE: standby
Sat, 12 Oct 2013 22:39:57 -0000; DEBUG: STAGE: standby - Trying to launch GUI
Sat, 12 Oct 2013 22:39:57 -0000; DEBUG: STAGE: standby - GUI Loaded
Sat, 12 Oct 2013 22:39:57 -0000; DEBUG: STAGE: standby - GUI exec starting
Sat, 12 Oct 2013 22:39:57 -0000; DEBUG: STAGE: standby - GUI exec ending
Sat, 12 Oct 2013 22:39:57 -0000; DEBUG: Current Screen - 0
Sat, 12 Oct 2013 22:39:58 -0000; DEBUG: STAGE: standby
Sat, 12 Oct 2013 22:39:58 -0000; DEBUG: STAGE: standby - Trying to launch GUI
Sat, 12 Oct 2013 22:40:43 -0000; DEBUG: STAGE: Initialisation
Sat, 12 Oct 2013 22:40:43 -0000; DEBUG: config loaded from "/home/alexykot/Work/Projects/NFC_POST/Sources/nfc_terminal/config.json"
Sat, 12 Oct 2013 22:40:43 -0000; DEBUG: STAGE: standby
Sat, 12 Oct 2013 22:40:43 -0000; DEBUG: STAGE: standby - Trying to launch GUI
Sat, 12 Oct 2013 22:40:43 -0000; DEBUG: STAGE: standby - GUI Loaded
Sat, 12 Oct 2013 22:40:43 -0000; DEBUG: Current Screen - 0
Sat, 12 Oct 2013 22:40:44 -0000; DEBUG: STAGE: standby
Sat, 12 Oct 2013 22:40:44 -0000; DEBUG: STAGE: standby - Trying to launch GUI
Sat, 12 Oct 2013 22:41:15 -0000; DEBUG: STAGE: Initialisation
Sat, 12 Oct 2013 22:41:15 -0000; DEBUG: config loaded from "/home/alexykot/Work/Projects/NFC_POST/Sources/nfc_terminal/config.json"
Sat, 12 Oct 2013 22:41:15 -0000; DEBUG: STAGE: standby
Sat, 12 Oct 2013 22:41:15 -0000; DEBUG: STAGE: standby - Trying to launch GUI
Sat, 12 Oct 2013 22:41:15 -0000; DEBUG: STAGE: standby - GUI Loaded
Sat, 12 Oct 2013 22:41:15 -0000; DEBUG: Current Screen - 0
Sat, 12 Oct 2013 22:41:16 -0000; DEBUG: STAGE: standby
Sat, 12 Oct 2013 22:41:16 -0000; DEBUG: STAGE: standby - Trying to launch GUI
Sat, 12 Oct 2013 22:41:30 -0000; DEBUG: STAGE: Initialisation
Sat, 12 Oct 2013 22:41:30 -0000; DEBUG: config loaded from "/home/alexykot/Work/Projects/NFC_POST/Sources/nfc_terminal/config.json"
Sat, 12 Oct 2013 22:41:30 -0000; DEBUG: STAGE: standby
Sat, 12 Oct 2013 22:41:30 -0000; DEBUG: STAGE: standby - Trying to launch GUI
Sat, 12 Oct 2013 22:41:30 -0000; DEBUG: STAGE: standby - GUI Loaded
Sat, 12 Oct 2013 22:41:30 -0000; DEBUG: Current Screen - 0
Sat, 12 Oct 2013 22:41:31 -0000; DEBUG: STAGE: standby
Sat, 12 Oct 2013 22:41:31 -0000; DEBUG: STAGE: standby - Trying to launch GUI
Sat, 12 Oct 2013 22:41:37 -0000; DEBUG: STAGE: Initialisation
Sat, 12 Oct 2013 22:41:37 -0000; DEBUG: config loaded from "/home/alexykot/Work/Projects/NFC_POST/Sources/nfc_terminal/config.json"
Sat, 12 Oct 2013 22:41:37 -0000; DEBUG: STAGE: standby
Sat, 12 Oct 2013 22:41:37 -0000; DEBUG: STAGE: standby - Trying to launch GUI
Sat, 12 Oct 2013 22:41:37 -0000; DEBUG: STAGE: standby - GUI Loaded
Sat, 12 Oct 2013 22:41:37 -0000; DEBUG: Current Screen - 0
Sat, 12 Oct 2013 22:41:38 -0000; DEBUG: STAGE: standby
Sat, 12 Oct 2013 22:41:38 -0000; DEBUG: STAGE: standby - Trying to launch GUI
Sun, 13 Oct 2013 15:04:07 -0000; DEBUG: STAGE: Initialisation
Sun, 13 Oct 2013 15:04:07 -0000; DEBUG: config loaded from "/home/tux/coding/nfc/nfc_terminal/config.json"
Sun, 13 Oct 2013 15:04:07 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:04:07 -0000; DEBUG: STAGE: standby - Trying to launch GUI
Sun, 13 Oct 2013 15:04:07 -0000; DEBUG: STAGE: standby - GUI Loaded
Sun, 13 Oct 2013 15:04:07 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:04:08 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:04:08 -0000; DEBUG: STAGE: standby - Trying to launch GUI
Sun, 13 Oct 2013 15:28:42 -0000; DEBUG: STAGE: Initialisation
Sun, 13 Oct 2013 15:28:42 -0000; DEBUG: config loaded from "/home/tux/coding/nfc/nfc_terminal/config.json"
Sun, 13 Oct 2013 15:28:42 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:28:42 -0000; DEBUG: STAGE: standby - Trying to launch GUI
Sun, 13 Oct 2013 15:28:42 -0000; DEBUG: STAGE: standby - GUI Loaded
Sun, 13 Oct 2013 15:28:42 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:28:43 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:28:43 -0000; DEBUG: Current Screen - None
Sun, 13 Oct 2013 15:28:44 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:28:44 -0000; DEBUG: Current Screen - None
Sun, 13 Oct 2013 15:28:45 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:28:45 -0000; DEBUG: Current Screen - None
Sun, 13 Oct 2013 15:28:46 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:28:46 -0000; DEBUG: Current Screen - None
Sun, 13 Oct 2013 15:28:47 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:28:47 -0000; DEBUG: Current Screen - None
Sun, 13 Oct 2013 15:28:48 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:28:48 -0000; DEBUG: Current Screen - None
Sun, 13 Oct 2013 15:28:49 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:28:49 -0000; DEBUG: Current Screen - None
Sun, 13 Oct 2013 15:28:50 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:28:50 -0000; DEBUG: Current Screen - None
Sun, 13 Oct 2013 15:28:51 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:28:51 -0000; DEBUG: Current Screen - None
Sun, 13 Oct 2013 15:28:52 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:28:52 -0000; DEBUG: Current Screen - None
Sun, 13 Oct 2013 15:28:53 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:28:53 -0000; DEBUG: Current Screen - None
Sun, 13 Oct 2013 15:28:54 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:28:54 -0000; DEBUG: Current Screen - None
Sun, 13 Oct 2013 15:28:55 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:28:55 -0000; DEBUG: Current Screen - None
Sun, 13 Oct 2013 15:28:56 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:28:56 -0000; DEBUG: Current Screen - None
Sun, 13 Oct 2013 15:30:58 -0000; DEBUG: STAGE: Initialisation
Sun, 13 Oct 2013 15:30:58 -0000; DEBUG: config loaded from "/home/tux/coding/nfc/nfc_terminal/config.json"
Sun, 13 Oct 2013 15:30:58 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:36:41 -0000; DEBUG: STAGE: Initialisation
Sun, 13 Oct 2013 15:36:41 -0000; DEBUG: config loaded from "/home/tux/coding/nfc/nfc_terminal/config.json"
Sun, 13 Oct 2013 15:36:41 -0000; DEBUG: STAGE: standby - Trying to launch GUI
Sun, 13 Oct 2013 15:36:41 -0000; DEBUG: STAGE: standby - GUI Loaded
Sun, 13 Oct 2013 15:36:41 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:36:41 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:36:42 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:36:42 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:36:43 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:36:43 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:36:45 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:36:45 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:36:46 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:36:46 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:36:47 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:36:47 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:36:48 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:36:48 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:36:49 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:36:49 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:36:50 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:36:50 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:38:41 -0000; DEBUG: STAGE: Initialisation
Sun, 13 Oct 2013 15:38:41 -0000; DEBUG: config loaded from "/home/tux/coding/nfc/nfc_terminal/config.json"
Sun, 13 Oct 2013 15:38:41 -0000; DEBUG: STAGE: Setting up GUI - Trying to launch GUI
Sun, 13 Oct 2013 15:38:41 -0000; DEBUG: STAGE: standby - GUI Loaded
Sun, 13 Oct 2013 15:38:41 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:38:41 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:38:42 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:38:42 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:38:43 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:38:43 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:38:44 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:38:44 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:38:45 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:38:45 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:38:46 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:38:46 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:38:47 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:38:47 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:38:48 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:38:48 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:38:49 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:38:49 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:38:50 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:38:50 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:38:51 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:38:51 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:38:52 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:38:52 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:38:53 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:38:53 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:38:54 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:38:54 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:38 -0000; DEBUG: STAGE: Initialisation
Sun, 13 Oct 2013 15:41:38 -0000; DEBUG: config loaded from "/home/tux/coding/nfc/nfc_terminal/config.json"
Sun, 13 Oct 2013 15:41:38 -0000; DEBUG: STAGE: Setting up GUI - Trying to launch GUI
Sun, 13 Oct 2013 15:41:38 -0000; DEBUG: STAGE: standby - GUI Loaded
Sun, 13 Oct 2013 15:41:38 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:38 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:39 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:39 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:40 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:40 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:41 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:41 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:42 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:42 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:43 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:43 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:44 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:44 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:45 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:45 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:47 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:47 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:48 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:48 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:49 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:49 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:50 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:50 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:51 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:51 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:52 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:52 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:53 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:53 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:54 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:54 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:55 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:55 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:56 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:56 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:57 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:57 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:58 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:58 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:41:59 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:41:59 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:00 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:00 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: Initialisation
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: config loaded from "/home/tux/coding/nfc/nfc_terminal/config.json"
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: Setting up GUI - Trying to launch GUI
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby - GUI Loaded
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: Current Screen - 0
Sun, 13 Oct 2013 15:42:02 -0000; DEBUG: STAGE: standby
